avganncount,incidencerate,medincome,popest2015,povertypercent,studypercap,medianage,percentmarried,pctpubliccoveragealone,pctmarriedhouseholds,birthrate
411,456.5,51175,91663,13.6,0,39,54.6,15.8,57.69099432,5.183501765
67,507.2,30675,10458,31.4,0,39.5,34.8,25.4,32.83512377,3.731942215
109,442.6,28518,19105,32.1,52.34231876,37.5,29.7,24.7,28.39305781,2.800074669
1549,437.1,58833,353089,14.2,135.9430625,37.8,49.8,12.4,48.18933417,5.111191026
122,458.4,32977,20028,25.6,0,42.2,44.4,23.7,40.65934066,4.656703487
191,460,37707,30168,20.2,0,44.1,57.6,19.7,54.04278748,4.196551198
473,437.9,36536,94725,22,105.5687517,38.8,52.7,20.9,53.77251102,6.094222054
2134,475.8,42943,415395,19.6,209.4392085,37,44.8,20.6,44.46454977,5.219663305
126,444.1,34733,21673,25.3,0,41.1,45.8,26.7,45.69355222,6.012145749
62,488.8,26580,10696,35.1,0,39.3,28.9,28.9,31.79473256,4.138851802
1023,438.8,43054,226519,22.5,26.48784429,35.2,39.5,20.9,37.81552964,5.64778925
653,472.8,45082,119565,15,8.36365157,39.5,51.4,17,50.54828593,4.808108498
70,555.6,27403,9652,46.9,0,36.3,27.8,30.2,30.20289855,4.552845528
110,424.5,31933,20864,25,0,42.4,43.8,24.1,43.58974359,6.291165115
153,455.1,31844,33046,26.4,30.26084851,31.3,39.8,19,40.93539809,6.44886666
139,465.9,36939,22696,20.4,0,42.8,53.1,22.5,50.03925967,5.698860228
280,494.1,35585,59660,20.9,0,34.8,44.1,20.2,40.87046446,6.285355123
408,438.3,50571,87074,14.3,689.0690677,39.8,55.6,16.9,57.3063573,4.899005125
875,452.9,69432,208713,9.6,158.111857,37.9,57.4,9.5,58.76956073,4.49704142
70,433.9,25413,13103,38.1,0,36.7,29,26.2,29.86500519,1.921422426
452,465.9,39999,80862,22.5,0,40.9,47,23.6,45.51298371,4.578696343
248,454.4,36779,40844,21.3,24.48340025,42.8,50.2,23.5,49.64161,5.462418119
875,479.9,46892,203976,18,14.70761266,31.9,42.1,16,46.86523551,5.461320085
429,495,37245,65294,23.5,30.63068582,42.4,51,19.9,50.94523865,5.931679153
95,459.4,41321,16804,18.5,0,40.9,52.4,20.2,56.57916191,6.039551042
70,500.5,24035,11059,33.7,0,40.2,33.2,35,34.60837887,4.996127033
148,454.6,35528,23877,20.1,0,43.9,52.7,22.8,52.95556028,5.871779509
8,201.3,68387,5702,9.9,0,36.8,40.6,6.2,42.88224956,4.391052196
1085,453.3,75200,298695,10,565.7945396,32.5,47.7,12.9,48.36130259,5.994293642
37,338.2,45808,17946,23.8,0,26.7,39,36.1,45.52139037,9.156279962
654,475.9,41123,115620,20.5,51.89413596,39.1,48.2,20.2,47.1918324,4.524919585
16,409.2,51082,4997,17.5,0,29.7,40.7,30.2,46.47887324,11.80124224
307,424.4,67801,99631,9.5,270.99999,30.4,49.7,10.4,50.35411163,7.382577604
13,413.3,67260,2534,9.8,0,45.5,55.3,9.3,47.78911565,5.37428023
119,390.1,80835,32756,7.9,0,37,48.7,8.7,49.38088162,5.601633278
266,441.4,62532,58059,11.5,0,40.5,51,14.5,51.02164301,5.680094387
63,477.3,57776,13709,12.4,0,38.7,48.1,14.4,46.66793241,4.936667749
43,416.6,67972,13889,8.3,0,32.4,52.4,14.6,55.42932052,6.768558952
357,469.3,73981,101095,10.7,0,34.6,52.3,15.8,57.49244324,4.854021136
34,499.3,47160,9846,26.1,0,27.8,35.9,33.7,38.32478632,11.35038134
26,501.1,75682,9687,11.5,103.2311345,33.9,46.7,12.4,38.0733945,10.6333527
228,510.7,34116,34123,21.3,0,43,43.9,24.1,40.55269457,4.40907905
20,373.5,65192,7752,23.2,0,26.1,37.2,31.5,44.92905938,12.39291833
28,298.1,65765,8863,8.6,0,38.9,51.2,12.1,48.04147465,3.141875307
27,372.9,59641,6839,13.8,0,35.8,54,19.8,56.4478035,7.23729993
36,417.3,73998,9362,9.9,0,36.6,46.5,9.2,52.05980066,5.470675209
27,475.1,36708,5533,25.7,0,35,37.8,25.4,36.37739657,6.744604317
186,269.9,32366,71474,33.1,307.8042365,33.4,34.8,38.8,40.00103778,6.518302323
583,350.1,45025,126427,18.7,0,40,50.4,20.5,49.64669739,5.457360828
399,348.4,48653,139097,21.3,50.32459363,30.8,41.2,17.8,44.86582724,5.030073987
290,339.2,37677,53159,24.4,0,48.6,50.9,29.4,48.17064422,6.179351922
137,395.7,46046,37666,20,0,32,45.7,28.4,52.38616662,9.188988095
158,432.6,38013,25859,18.6,0,45.4,62.1,20.3,57.17325767,4.687789513
32,364.5,59416,9529,10.3,0,33,49.6,14.7,48.6797142,7.95730228
129,332,32533,20152,22.8,0,54.8,54.1,31.3,46.56700481,4.686489981
15470,401.4,53929,4167947,17.1,177.5454438,35.6,47.1,19.8,47.03650145,5.392191187
1424,444.9,37704,204737,20.8,161.182395,49.2,49.5,29.2,48.43873713,4.575797025
370,325.3,35457,108277,28.5,0,35.7,45,37.8,46.90732222,7.96636424
4415,379.1,45871,1010025,18.7,202.9652731,38,44.9,22.9,43.51071966,5.501557741
1342,330.9,49876,406584,17.6,19.67613089,37.6,49.9,22.8,54.21202361,5.719536436
149,296.2,37465,46461,23.6,0,36.5,53.1,27.9,53.67536949,6.643259725
1373,389.4,44145,222255,15.6,112.4834087,51.3,53.5,23.3,50.73231503,4.975284763
752,343,39700,204275,22.6,44.0582548,33.8,55.7,26.3,57.69758915,6.284513403
383,468.5,38878,69838,22.1,243.4204874,38.9,44.6,23.2,43.55086301,4.631760644
101,422.5,33644,20049,23.8,0,39.7,42.7,29.4,42.20451527,4.650635209
1691,473.8,42830,309199,17.6,171.4106449,43,50.1,19.4,48.42257744,4.420790925
105,408.6,37715,27824,24.5,35.94019551,36.5,44.2,26.5,45.9153381,6.543128895
349,474,45411,63603,17.4,157.2252881,41.3,50.1,18.8,49.1981483,6.021818182
396,425.8,44854,85842,19.7,139.7917104,41.6,47.1,20.2,48.64432727,4.939375314
386,482.9,38268,66623,21.1,15.00983144,40.9,46.5,22,46.5063593,3.899127061
113,497.9,31510,17896,27.8,3911.488601,40.1,34.5,26.2,38.43382929,6.288258208
1195,427.2,54098,281833,13.8,39.03020583,38.5,52,15.3,51.01043728,5.524669383
77,421.7,38694,9706,24.6,0,51.9,49.7,24.3,51.86110417,6.423357664
177,445.3,32283,31747,30.1,0,39.5,39.7,31.1,39.11189162,8.279819647
161,494.7,31170,27494,31.4,0,39.4,38.6,29.5,41.2160804,6.399574544
198,426.3,42000,38012,19.4,0,40.9,45.6,21.5,46.41282285,5.557586837
493,476.6,39548,75713,17.5,673.5963441,44.3,53.8,18.7,52.09451499,6.598098195
506,461.3,31382,89208,30.8,44.83902789,38.7,38.1,26,38.66507034,6.172501823
609,470.4,41375,121691,19.5,295.8312447,35.4,46.9,17.4,50.25982171,4.192927752
1591,455.7,49782,407051,16.1,191.62218,32.7,38.7,16.4,39.41986227,4.618133504
94,383,42286,20053,20.6,0,41.2,47.5,22.1,49.82292109,3.467781604
1456,458.5,44050,297302,17.7,531.4461389,38.2,49.2,19.9,48.6859826,5.772383445
543,474.9,37906,107480,23.2,55.82433941,35.8,45,23.1,44.40363807,6.42352298
176,466.2,37501,27777,19.6,288.0080642,43.5,45.4,24.2,42.01097206,5.461302311
183,425.2,29609,32535,28.3,0,41,37.2,26.3,39.62978544,3.907462265
1030,448.5,54196,251195,14.6,47.77165151,37.9,53.6,15.2,53.35134297,5.197966517
18,460.2,50896,2733,10.8,0,41.8,61.6,10.6,55.1426102,10.62992126
98,424.4,49583,18372,15.1,0,39,55.7,18.2,50.25776603,6.529752501
13,399,34326,3423,34.8,0,29.4,41,36.4,41.80952381,5.882352941
38,391.4,47987,6985,15.2,0,42.9,50,12.2,55.04032258,11.87558907
110,415.4,52930,33897,14.1,0,26.4,42.2,9.7,45.44421907,4.882440161
181,405.4,53150,38785,11.8,335.1811267,38.1,54,13.3,49.43735934,4.909236214
31,447.1,47224,5281,14.8,0,40.8,58.1,14.5,56.55539429,7.258064516
58,449.2,41446,10283,15.8,0,39.9,55.4,17.5,52.14513361,2.718894009
54,464.7,41395,9383,24,0,37.3,47.5,20.6,48.94355093,6.866002215
24,429.4,48024,3659,13.8,0,44,55.6,14.4,53.49462366,6.386292835
46,393.5,43453,13964,24.9,572.9017474,25.2,36.6,13,39.62511715,2.566452796
133,423.9,52892,27939,10.3,465.2994023,38,51.6,12.8,46.90799397,7.09752839
14,379.3,31420,4197,38.6,238.2654277,29.8,39.9,41.4,43.69406021,9.343715239
48,364.5,51244,8446,10.7,0,52.8,63.6,14,59.13806864,4.363636364
116,476.9,48675,19858,12.3,0,38.4,54.2,11.1,48.07692308,5.713596914
42,473.4,43305,5539,16.3,0,48,56.2,20.4,48.91433083,8.546059933
25,395,51246,4333,10.1,0,44.6,64.9,13.8,57.21052632,6.575682382
25,555.7,34936,5685,27.2,0,349.2,34.6,32.9,36.82926829,6.625097428
23,492.4,49251,2977,11.6,0,48,66,11.1,60.49382716,7.246376812
29,459.6,57148,3999,10.5,0,46.1,58.8,10.9,59.58385876,4.337050805
61,515.1,42007,6867,17,0,52.4,52.3,17.6,46.80919987,6.16375345
17,432,46633,2337,13.2,0,46.9,52.4,10.4,51.73501577,15.65656566
45,429.5,52816,7142,10,420.050406,44.8,62.8,12.1,56.46618884,9.712509713
37,521.9,36836,4201,18.3,0,47.5,57.3,20,47.15736041,10.70422535
16,532.8,43699,1861,12,0,48.3,66.3,14.1,63.62573099,3.205128205
29,403.4,53944,6047,10.4,0,36.1,66.2,12.5,65.2892562,11.43878463
19,348.6,51201,3348,10,0,48.8,58.9,9.9,53.31125828,3.64298725
18,501.1,61945,3385,8.1,0,35.5,60.8,8.5,70.26515152,4.96350365
101,507.7,58340,17555,11,0,39.4,54.7,13.4,50.9203316,7.0192783
49,430.4,48879,7301,13.2,0,45.6,57.3,16,55.33650578,7.142857143
10,296.6,31922,3321,33.9,0,30.5,47.1,30.3,49.90310078,12.14574899
14,451.7,48773,1997,14.9,0,47.5,62.3,15.8,56.66280417,10.03039514
45,577,51837,4990,10.1,0,46,64.2,11.3,56.37319317,6.58436214
65,439.7,53175,12622,9.5,79.22674695,41.9,55.2,12.4,55.73047859,4.12979351
118,383.6,45945,24827,13.6,0,41.5,52.2,12,49.70554711,3.67487328
155,404.9,79857,52849,4.3,18.9218339,33.8,62.1,6.3,62.84304485,7.080078125
20,468.1,40639,3876,24.9,0,35.5,46.9,20.7,46.05451937,5.548037889
33,448.1,57741,5599,10,0,42.8,59.8,11,56.99067909,7.191448008
13,284.8,38469,2415,17,0,52.1,52,11.9,50.04955401,15.3125
27,415.7,50155,4769,12,0,42.6,50.2,12.1,51.10481586,6.659012629
109,408.2,54771,26986,10.4,0,36.2,61.8,13.2,58.5480978,9.527108955
11,486.5,34237,2050,33.2,0,32,42.1,38.2,41.62962963,8.374384236
15,425.6,49159,2236,12.4,0,43.5,60.6,14.8,54.47316103,10.3626943
840,503.1,55107,185197,11.5,1150.126622,34.8,49.5,12.4,47.33818078,6.112105642
32,403.5,53654,6430,12.3,0,40.7,56,15.9,52.1074226,10.9939759
494,442.5,48379,108702,14.1,450.7736748,37.1,49.9,15.7,47.95056395,5.830321072
20,426.4,39936,3019,15.2,0,49.9,59.7,13,54.28790199,10.27131783
18,411.7,52758,2320,11,0,52.5,58.5,12.3,51.89393939,5.80474934
47,365.5,45911,10311,20.4,0,39.2,45.6,21.2,46.49507119,7.142857143
17,521.4,46281,2355,14.7,0,46.8,61.8,12.1,57.18283582,5
38,388.8,48125,6524,11.7,0,43.8,54,18.3,50.96921323,7.28
21,542.1,67172,2954,8.8,0,40.1,60.1,14.2,53.62776025,10.5345912
8,416.6,59879,1426,6.3,0,44.6,60.3,10,55.46623794,13.62007168
25,414.3,27481,9959,47.4,0,23.9,28.5,43.3,26.67153818,13.07106599
34,410.9,40545,5434,19.9,0,46.4,55.1,20.7,45.48274525,6.67996012
51,436,55708,8209,10.2,0,44,63.9,12.2,59.11931818,5.14390692
86,518.1,72041,14909,6.3,402.4414783,40.8,58.9,7.5,55.9521805,7.245912151
35,391.7,41831,5443,15.9,0,44.9,53.6,17.1,47.84428631,7.714016933
114,403.8,47363,22702,13.8,0,40.8,51.1,13,50.94954489,6.329660834
498,499.5,46689,75749,15.6,0,43.2,48.8,21.8,47.01097609,3.957446809
224,461.5,42252,47183,19.1,42.38814827,36.6,54.2,22.7,54.33287483,4.9190879
127,533.9,34382,16129,21.4,1922.003844,46.1,52.1,25.8,49.10109048,5.264732276
74,459.1,34948,14502,28.5,0,42.9,50.7,25.7,58.16056462,9.152139461
769,494.2,47175,127253,14.7,15.71672181,511.2,55.8,17.5,55.66863133,4.324151185
524,461.9,43065,104091,17.5,9.606978509,39.4,51.7,19.6,51.58581605,7.159837221
263,491.8,33333,39752,22.7,0,43,51.4,26.7,50.91591122,4.345366074
83,469.4,41068,13840,16.4,0,41.9,51.9,21.8,51.72605791,6.944
181,475.2,36627,27910,20.8,0,42.6,50.4,25.1,49.5254298,4.483306836
309,409,34354,56486,24.6,0,43.6,53.2,22.8,50.55243994,3.66841353
214,533.3,51475,39741,12.7,0,39.8,54.6,18.7,56.67977102,4.803398323
78,407.4,40980,17471,20.1,0,37.2,48.6,19.7,52.354297,5.429553265
211,515,33640,31709,24,0,41.8,52.3,23.6,51.74340811,3.502840141
50,437.1,30744,7771,24,0,46.9,59.9,31.1,57.86551511,2.134146341
222,469.2,30860,35162,27.8,0,44.3,51.1,28.8,47.72943576,6.348580442
301,472.8,45235,54277,16.8,0,39.7,53.8,21.2,51.38875768,4.540620142
77,430.1,37853,14601,19,0,39.7,49.9,22.9,48.5237484,4.708383961
455,481.9,40839,58229,16.6,17.17357331,49.7,57,21.6,54.13409439,4.836428773
208,506.6,52578,34371,11.8,1862.034855,38.9,54.1,17.4,54.01350338,4.731034483
130,480.9,41268,22043,17.5,0,40.1,49.6,24.5,55.01868316,6.596537366
91,468.7,50877,13736,12.1,0,42.7,53.9,19.1,51.95520796,5.186500888
272,509.8,37758,39485,19.9,0,42.1,50,28.3,47.2534908,4.6247512
250,506.5,44435,35699,16.5,2240.959131,42.2,49.9,18.9,50.28173913,5.418650238
41,492.5,41045,5265,17.5,0,45.1,55.2,27.5,49.54318937,5.876865672
87,488.4,39738,13241,16.2,0,42.6,51.6,25.2,50,5.104572847
258,530.2,70092,50541,8.5,0,37.2,55,14.3,56.75967986,4.804003336
61,517.5,49790,8200,14,0,43.2,61.1,18.7,58.13417794,4.799040192
128,468.6,48767,18543,11.6,4260.367794,46.2,58.8,22.5,55.86364793,5.844875346
28,416.4,37331,4135,20.6,0,46.6,49.4,26.9,51.52057245,6.818181818
47,410.3,50999,6995,11.7,0,49.1,57.3,14,52.84421461,3.706395349
326,494.7,51025,49489,11.3,1050.738548,42.2,56.8,15,55.39414973,5.728614138
202,485.8,46895,28672,15.8,34.87723214,44.1,55.5,20.9,53.24203229,6.404437721
264,471.4,34395,59362,30.4,522.2196018,30.1,37.8,19.5,38.03762292,3.217455621
63,494.2,52919,9607,11,0,42.9,59.2,16.3,60.22216345,6.095143707
259,525.6,43073,38353,19.5,1303.678982,40.7,50.1,23.1,49.15232048,5.121798876
124,438.7,52493,22372,11.6,0,42.3,54.8,13.5,56.07021518,3.045785027
150,421.6,51282,22086,10.7,45.27755139,48.2,59.3,14.9,56.50806959,7.092543114
82,489.6,45773,12762,15.9,0,43.2,50.2,20.4,54.75380077,4.476930105
2075,446.2,72131,530847,10.7,50.86211281,35.9,54.3,18.3,58.70105926,5.683202717
612,490.4,56326,110879,14.7,234.4898493,37.3,46.7,19.8,47.87181996,4.551301453
413,471.5,90640,123355,5.4,162.1336792,33.8,60.5,11.6,66.72032402,5.284618101
335,469,38992,51441,19.3,2332.769581,42.1,44,24.5,42.65057979,5.205017787
3142,463.3,78001,703910,9.5,147.7461607,37.6,55,15,58.96067254,5.156824131
742,519.9,51205,111333,13.6,2065.874449,41.6,50.3,19.4,49.73780571,4.843425569
96,460,41759,16491,18.1,0,40.7,43,24.8,51.50548355,5.340223945
219,484.1,54472,34584,10.9,0,42.2,50.6,15,51.86801805,5.709342561
249,519,53918,36671,11.9,0,41.3,49.9,18.9,50.54618363,7.034382214
187,505.7,54353,29494,12.6,0,39.7,46.5,17.8,50.54616749,7.205728778
160,465.6,42684,31333,23.6,2553.218651,30.7,40.4,15.9,43.78761646,3.098048116
1404,474.4,76856,307343,6.9,0,39.3,58.2,12.5,61.79868665,4.286141792
732,472.1,60460,173166,14.3,1253.132832,32.7,47.6,12.6,49.15220518,4.528860796
771,551.5,47575,107303,16.3,1584.298668,40.6,47.8,22.2,44.24802405,5.647068254
310,495.6,48544,46045,12.9,65.15365403,42.6,54.6,18.7,53.28205669,5.090116855
1528,491.7,54375,266209,13.1,30.05157602,39.5,50.1,18.2,48.76343233,5.196780531
271,533.4,44289,38339,18.6,991.1578288,41.7,51.4,26.1,47.34207692,6.338625621
88,490.6,53732,11982,10.7,0,45.9,54.6,16.5,53.57500501,5.503465145
108,525.8,46878,13701,14.8,2919.494927,44.7,52.4,23.8,48.65925441,4.758547762
100,479.3,40590,14766,20.7,0,43.7,50.5,25.7,47.16886588,4.987212276
80,486.6,61388,12444,10.1,0,42.5,58.8,17.3,55.9681182,5.225019069
104,460,54916,15858,9.6,315.2982722,44.3,60.2,14.2,58.58937491,4.061068702
190,487.6,73684,33879,5.1,0,42.1,62.2,11.3,64.51689109,5.213333333
193,488.1,45288,28898,17,0,42.2,52.5,22,52.71734183,8.704627559
221,486.5,46406,34828,15.1,0,41,48.8,19.4,49.07775769,4.011231448
88,459,52790,14931,11.8,0,41,57.8,19.6,57.07880669,8.42514582
281,433.2,57126,51659,11.4,0,498,55,15.5,53.98678308,5.772258177
1072,509.6,52448,186221,16.7,1610.989094,36.8,46.3,21.7,43.42926195,6.690267073
136,498.3,42032,21543,16.7,0,40.8,45.6,19.6,48.02492212,3.072371416
109,509.9,65971,16387,7.4,0,43.3,62.9,11.4,62.10684725,6.54640675
104,458.2,39005,15989,15.2,0,42.6,56.2,22.5,53.12265988,5.732087227
27,392.3,40722,4226,19.7,0,47.7,47.5,26.7,53.98618958,5.562130178
44,524.5,33943,5678,23,0,43.5,46,29.5,42.41645244,6.129303107
40,465.2,62024,5644,8.9,354.3586109,46,59.3,14.9,56.42070934,5.541346974
197,472.5,47862,32852,13.8,0,41.7,47.1,18,50.96258932,3.100031959
113,505.5,43396,16029,14.6,0,42.4,52.5,19.9,49.8692911,4.929577465
878,478.1,48024,146133,16.3,540.6034229,40,48.1,20.1,44.42383799,5.929944203
1407,488.4,50155,264052,19.1,98.46545377,37.7,45.4,22.2,44.55885085,4.939849972
167,500.1,38329,24548,21,0,42.4,49,30.4,47.33299849,6.192236599
1177,515.2,55371,198712,15.3,714.6020371,39.7,47.7,18.6,44.21547928,4.889917894
48,459.3,47092,7032,13.2,0,44.7,52.2,18.5,52.13333333,5.282199711
32,459.2,51584,5092,12,0,43.5,53.9,21.4,51.45951036,3.388278388
142,457,48994,21775,11.7,0,44.4,60.3,18.8,58.74613003,4.376511986
41,482.6,50219,5788,11.9,0,45.9,57,15.5,56.16896696,4.589585172
267,407.6,48569,45749,14.1,808.7608472,44.3,51.3,26,48.01803202,3.816793893
847,511.5,60490,134800,9.1,734.421365,40.5,56.5,14.8,55.32530209,5.692199578
122,506,40957,17408,17.9,0,43.6,52.1,25.7,52.53277712,5.211459754
529,520.2,42036,79282,19,315.3300875,40,45.9,24.1,44.07408582,5.395305384
82,511.8,49385,11542,14.8,0,42.7,56.3,18.4,54.07513858,5.041322314
102,459.7,44180,17527,13.5,2795.686655,40.2,50.1,20.7,50.7687802,4.706770702
98,510.8,54683,14270,10.2,0,42.6,54.6,18.1,55.04587156,6.077529566
109,471.7,46839,16423,14.9,0,42.4,59.8,18.8,55.80008519,6.710020692
110,502.9,46927,14327,14.1,0,44.5,59.4,23.1,54.14033382,4.019073569
367,475.2,49895,57079,12.2,140.156625,42.7,52.7,21.7,50.23356548,5.75990637
2947,490.7,75176,687263,8.1,97.48815228,36.6,54.7,13.3,60.70604543,5.115003933
414,492.9,46322,67466,15.8,0,41,53.6,21.5,51.71667413,5.84433073
1551,466.6,47708,287078,16.9,198.5523098,39.2,48.2,22.9,46.52714376,5.573940788
215,469.4,70127,39227,6.3,2141.382211,39.9,59.1,12.6,62.05574913,6.403882576
162,432.5,50172,34980,15.4,0,33.8,58.4,12.8,58.46671592,9.544766882
1590,435.7,48651,368450,15.2,222.5539422,35.6,49.5,17.6,47.38003074,6.597186511
390,448.4,54101,81162,11.8,12.32103694,38.1,54,11.9,51.78583131,5.180542459
44,414.4,46196,8681,12.8,0,40.4,51.4,20.5,50.01458151,7.146666667
85,486.2,39563,12298,15,0,43.3,54.3,19.8,51.77888294,6.987761548
254,429.3,68352,63344,7.2,0,38.8,61.4,8.9,60.77909614,6.821562655
91,426.9,52582,14977,12.9,0,48.3,54.9,16.6,54.4216571,3.156748911
103,414.4,55318,19856,10.9,0,41.5,57.3,11.9,56.89721545,5.682622023
191,412.9,44430,37979,13.8,0,40.1,53.2,16.4,52.49742357,6.869503209
569,466.8,52050,115371,10.6,147.3507207,38.7,48.1,13.9,48.15004421,5.662131013
154,483.9,44385,26503,14.5,0,40.4,57.8,16.8,57.87336878,8.386023295
167,441.5,49945,32609,12.6,91.99914134,38.4,52.6,15.9,53.92081079,5.349679576
59,452.7,40657,10483,18,0,43.1,52.3,24,51.59717142,4.891062695
149,420.7,47670,32906,13.8,0,35,59.3,19.2,59.8323437,6.25359402
249,439.8,59280,49455,11.7,0,41.7,56.6,12.5,58.24836321,3.263424336
130,433.7,50258,26521,13.1,0,39.5,54,16.3,52.29303157,4.353189989
213,464.7,51911,42589,10.1,0,38.6,52.6,15.4,52.53893026,3.309741882
634,482.9,39449,116852,22.2,145.4831753,34.8,42.1,16.8,43.3294727,3.877479319
212,429.9,53211,42461,8,0,41.2,58.4,12.4,59.08585547,6.889676562
891,442.7,50192,203474,13.9,575.0120409,35.2,52.2,19.1,53.14527463,7.223841918
138,439.1,40122,23434,16.4,0,42.2,49,22.5,47.99700086,2.64006449
395,474,53186,76778,11.6,195.3684649,39.6,49.9,12.5,50.41254125,4.843160444
544,488.1,55320,97125,11.5,20.59202059,38.8,53.2,12.4,52.52962445,5.831840933
61,426.9,47342,9769,11.3,0,41.5,53.1,16.8,50.37394451,4.356151269
138,467.8,45522,20257,14.4,0,43.1,52.7,20.1,50.91164095,7.378451014
113,494,48292,15960,12.7,0,43.6,55.4,19.9,50.3260397,6.749226006
72,488.4,51045,10295,12.1,97.13453133,42.8,57.6,17.5,55.65993424,2.411347518
51,487.2,54154,6906,11.7,0,46.4,59.4,18.3,56.49966148,6.004618938
70,506.1,49125,9027,13.2,2658.690595,45.1,61,17.6,55.33486122,9.971346705
84,492.9,61215,12435,6.7,0,42.2,62.7,10.8,58.69187729,6.03588907
70,437.9,49507,10676,12.4,655.6762833,45.9,59.6,15.6,54.80726628,4.965920156
94,449.8,53691,15190,9.4,0,42.4,59.2,16.4,55.92105263,2.258064516
78,492.1,57682,10974,8.4,0,44,60.3,13.9,56.73015194,6.274509804
122,487.9,53277,17367,11.7,115.1609374,44.7,55.2,12.4,54.84009752,4.732327714
95,477.6,52824,14265,11,0,43.8,55.9,17.6,52.80428595,4.095334005
122,484.9,50347,19950,13.3,0,40.7,52.1,18.2,52.72202545,5.797101449
60,465.5,49837,9410,12.1,0,42.2,56.9,15.2,53.52986811,6.748466258
60,408.5,49696,9555,10.1,0,43.7,58.1,16,53.0071599,5.386289445
57,548.4,53905,7028,10.9,0,45.1,62.8,15.7,56.17542728,9.293394777
99,463.3,58234,16401,7.5,0,508.8,61.5,11.9,59.62751137,5.613126079
146,543.5,50299,19444,11.3,1388.603168,44.5,57.5,15.2,53.30250208,6.349206349
221,466.2,52750,36827,11.2,27.15399028,42.2,54,14.8,54.27720441,6.996052811
90,423.6,41094,17555,16.9,56.96382797,42.5,47.5,20.8,47.98206278,2.534226624
511,473.8,59946,144251,15.9,1310.21622,29.8,43.4,10.4,42.80662505,4.117879551
123,445.7,51558,20466,11.6,0,43.2,57,14.6,55.70921552,5.726980992
67,466.9,48316,10163,13.5,0,44.3,56.9,20.8,53.34713596,5.769230769
111,480,52967,15165,9.6,0,46.1,60,12.8,54.52922802,6.930346517
241,509.2,44719,35089,17.7,0,42.9,49.8,19.3,48.25839578,6.389732266
1082,474.8,62700,219916,9.3,386.5112134,37.1,51.2,13.8,48.9784466,5.753829407
66,475.6,50924,11185,11.1,0,40.8,56.4,15.6,56.80816516,7.112970711
56,425.1,42582,8682,16,0,45.4,55.4,16.8,51.93039695,4.750593824
70,478.3,61750,11745,7.9,0,38.4,65.2,11,63.45640569,6.586310805
79,434.2,62230,15753,8.8,0,40.5,60.7,12.1,58.52208835,4.930617065
133,482.1,48584,22324,12.9,44.79483963,39.8,53.3,16.7,51.51280062,3.880659295
191,471,57046,33294,11.1,0,39.2,57.7,12.7,57.94421328,4.504381161
239,467,50244,40746,13,908.0645953,38.9,55.3,19.1,55.07615872,7.694148618
88,486,59399,14844,9.7,0,41.9,58.6,12.8,61.64104464,3.293509848
67,426.7,52616,10832,11.5,0,43.7,59.7,14.3,57.41165672,6.073648972
71,483.2,43178,8979,14.3,0,47,55.3,19.3,49.44348256,4.371921182
53,490.5,44705,7973,11.7,0,43.2,54.6,11.8,50.51112447,3.948220065
74,482.3,42046,10234,19.3,0,45.1,55.6,21.2,50.62906725,6.811862836
232,480.5,54441,43011,11.4,0,38.2,56.3,15.6,55.22178036,6.572520705
97,459.7,55968,13984,10.3,0,44,61.6,16.4,57.01199201,7.056603774
39,432.9,51423,6154,9.1,0,44.5,61.6,14.6,56.51685393,6.165540541
116,506.9,46927,15527,14.6,0,43.5,53.2,19,52.04957102,8.296346876
60,442.3,50600,9133,11.5,0,42.9,58.1,14.7,52.92934373,4.690117253
146,467.9,62745,24800,7.6,0,41.8,60,14.1,58.16908454,5.573897844
48,443.6,49625,7008,12.9,0,47.3,56.4,15.8,49.32749453,6.177606178
2000,481.1,61028,467711,13.1,1231.529727,35,51.1,16.5,48.58203096,6.46314994
530,492.9,51947,93671,12.3,213.5132538,39.2,50.6,17.2,48.75555434,5.494453173
